nivel_bot,equipo_bot,objetivo_bot,bloque_bot,grupo_muscular,patron_movimiento_1,clasificacion,short_youtube_url,ejercicio,categoria_movimiento,score_funcional,tipo_rutina
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/XSvx131FZ_s?feature=shared,Single Arm Dumbbell Suitcase Contralateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Dumbbell Overhead Contralateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/sMUQOGVrmQM?si=shRczfTH98OihNfr,Dumbbell Goblet Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/sb9anlSqH6w?feature=shared,Kettlebell Horn Grip Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/863JuZlLiA4?si=Zj6W2E1ana1MwTBv,Kettlebell Goblet Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Clubbell Order Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Double Clubbell Order Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Clubbell Order Contralateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Macebell Order Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Sin equipo,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Calisthenics,https://youtu.be/cXHnXTR79Kw?si=HidnQgZQ02ZN6GNc,Bodyweight Curtsy Lunge,Pierna,5,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/fdt3gkMNv0Y?si=Wmdlb79kZmS0oZof,Plate Overhead Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/2DiU1YRLDQE?si=klXwkCZb6RsZjZl5,Sandbag Front Rack Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Sandbag Back Rack Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/dwL1uWmadTI?si=6anEQDI0eEoOuB0Q,Single Arm Kettlebell Front Rack Ipsilateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Suitcase Ipsilateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Overhead Ipsilateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/yswpCMZ98OI?si=xOcXSLCrJIH3odmK,Single Arm Dumbbell Front Rack Ipsilateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Dumbbell Suitcase Ipsilateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Dumbbell Overhead Ipsilateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Clubbell Order Ipsilateral Curtsy Lunge,Pierna,2,fuerza_hipertrofia
Avanzado,Calistenia / barras,Fuerza / hipertrofia,Principal avanzado,Back,Vertical Pull,Calisthenics,https://youtu.be/aFrdGmSHqFI?si=RfqnoOy6-Ppa73et,Ring Archer Pull Up,Jalón,5,fuerza_hipertrofia
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Biceps,Elbow Flexion,Bodybuilding,Sin dato,Barbell Single Leg Bent Knee Bicep Curl,Jalón,-3,fuerza_hipertrofia
Avanzado,Sin equipo,Movilidad / estabilidad,Principal avanzado,Shoulders,Isometric Hold,Calisthenics,https://youtu.be/E2s-D009x6E,Bodyweight Freestanding Handstand,Empuje,3,movilidad_estabilidad
Avanzado,Sin equipo,Fuerza / hipertrofia,Principal avanzado,Shoulders,Vertical Push,Calisthenics,https://youtu.be/VVan0yoinV8,Bodyweight Wall Eccentric Straddle Press Handstand,Empuje,5,fuerza_hipertrofia
Principiante,Peso libre,Core / estabilidad,Principal,Abdominals,Loaded Carry,Sin clasificar,https://youtu.be/LcF_derN9KA?si=U_Cqiq6zxtQlpRhf,Kettlebell Horn Grip Carry,Core,3,core_estabilidad
Principiante,Peso libre,Core / estabilidad,Principal,Abdominals,Loaded Carry,Sin clasificar,Sin dato,Kettlebell Goblet Carry,Core,3,core_estabilidad
Principiante,Peso libre,Core / estabilidad,Principal,Abdominals,Loaded Carry,Sin clasificar,https://youtu.be/qa-CYBhvSDA?si=qbgdCK6xq_Ftfez0,Dumbbell Goblet Carry,Core,3,core_estabilidad
Avanzado,Calistenia / barras,Fuerza / hipertrofia,Principal avanzado,Back,Horizontal Pull,Calisthenics,Sin dato,Single Arm Ring Feet Elevated Row,Jalón,5,fuerza_hipertrofia
Intermedio,Peso libre,Condicion fisica / potencia,Tecnica,Glutes,Hip Hinge,Ballistics,https://youtu.be/7KN_RrCS_EU?si=seR_4LNmjEtTdXfj,Double Kettlebell Dead Snatch,Pierna,8,potencia_funcional
Intermedio,Peso libre,Condicion fisica / potencia,Tecnica,Glutes,Hip Hinge,Ballistics,Sin dato,Single Arm Kettlebell Dead Half Snatch,Pierna,8,potencia_funcional
Intermedio,Peso libre,Condicion fisica / potencia,Tecnica,Glutes,Hip Hinge,Ballistics,Sin dato,Alternating Single Arm Kettlebell Dead Half Snatch,Pierna,8,potencia_funcional
Intermedio,Peso libre,Condicion fisica / potencia,Tecnica,Glutes,Hip Hinge,Ballistics,https://youtu.be/GwxzBGhm6ac?si=vrTFU3w6T1NGn8DM,Alternating Single Arm Kettlebell Start Stop Snatch,Pierna,8,potencia_funcional
Intermedio,Peso libre,Condicion fisica / potencia,Tecnica,Glutes,Hip Hinge,Ballistics,https://youtu.be/BpwgvVjQXiw?si=SPwizx5lirRdfFmX,Single Arm Kettlebell Start Stop Snatch,Pierna,8,potencia_funcional
Intermedio,Peso libre,Condicion fisica / potencia,Tecnica,Glutes,Hip Hinge,Ballistics,Sin dato,Double Kettlebell Start Stop Snatch,Pierna,8,potencia_funcional
Principiante,Peso libre,Condicion fisica / potencia,Tecnica,Glutes,Hip Hinge,Ballistics,https://youtu.be/djCYBs70KLE?si=JiYJei8Eqv-UiCG7,Single Arm Kettlebell Start Stop Swing,Pierna,8,potencia_funcional
Principiante,Peso libre,Condicion fisica / potencia,Tecnica,Glutes,Hip Hinge,Ballistics,https://youtu.be/3Xhy3dz61to?si=8lmx3c2FvDHq6Zy5,Alternating Single Arm Kettlebell Start Stop Swing,Pierna,8,potencia_funcional
Principiante,Peso libre,Condicion fisica / potencia,Tecnica,Glutes,Hip Hinge,Ballistics,https://youtu.be/sS-bxWAoPWk?si=zgyeJNYUfOuTOFyj,Double Kettlebell Start Stop Swing,Pierna,8,potencia_funcional
Avanzado,Calistenia / barras,Fuerza / hipertrofia,Principal avanzado,Back,Vertical Pull,Calisthenics,https://youtu.be/Aa9U0XNNBfU,Ring L Sit Pull Up,Jalón,0,fuerza_hipertrofia
Intermedio,Calistenia / barras,Condicion fisica / potencia,Tecnica,Abductors,Sin clasificar,Plyometric,https://youtu.be/Y8Wn_vTZFFg?si=AtpqJfd4OVnOo7ZO,Suspension Skater Jump,Condición,6,potencia_funcional
Intermedio,Peso libre,Condicion fisica / potencia,Tecnica,Glutes,Hip Hinge,Ballistics,https://youtu.be/SaBcgeWdynY?si=VUGBebh0ht8z7ISy,Double Kettlebell Start Stop Clean,Pierna,8,potencia_funcional
Intermedio,Peso libre,Condicion fisica / potencia,Tecnica,Glutes,Hip Hinge,Ballistics,https://youtu.be/SLm1ou6-SLM?feature=shared,Single Arm Kettlebell Start Stop Clean,Pierna,8,potencia_funcional
Intermedio,Peso libre,Condicion fisica / potencia,Tecnica,Glutes,Hip Hinge,Ballistics,https://youtu.be/_OtZfks5rfU?si=iwf-Hc6P6vZ3ke6I,Alternating Single Arm Kettlebell Start Stop Clean,Pierna,8,potencia_funcional
Intermedio,Peso libre,Core / estabilidad,Principal,Abdominals,Rotational,Sin clasificar,Sin dato,Clubbell Staggered Stance Rotational Swing,Core,3,core_estabilidad
Intermedio,Peso libre,Core / estabilidad,Principal,Abdominals,Rotational,Sin clasificar,Sin dato,Clubbell Staggered Stance Rotational Clean,Core,3,core_estabilidad
Avanzado,Peso libre,Condicion fisica / potencia,Principal avanzado,Quadriceps,Rotational,Sin clasificar,Sin dato,Clubbell Staggered Stance Rotational Clean to Forward Lunge,Pierna,5,potencia_funcional
Avanzado,Calistenia / barras,Fuerza / hipertrofia,Principal avanzado,Back,Vertical Pull,Calisthenics,https://youtu.be/Xk0GovwG8Go,Ring Bulgarian Pull Up,Jalón,5,fuerza_hipertrofia
Avanzado,Calistenia / barras,Fuerza / hipertrofia,Principal avanzado,Back,Vertical Pull,Calisthenics,https://youtu.be/3U86aaJuyRs,Ring Bulgarian L Sit Pull Up,Jalón,0,fuerza_hipertrofia
Avanzado,Otro equipo,Condicion fisica / potencia,Principal avanzado,Shoulders,Vertical Push,Sin clasificar,https://youtu.be/RzeAb6wnMsk?si=aedjaQmoWjF7IB75,Single Arm Landmine Split Snatch,Empuje,5,potencia_funcional
Intermedio,Peso libre,Condicion fisica / potencia,Tecnica,Glutes,Hip Hinge,Ballistics,https://youtu.be/_1Tp01g9ciU?si=NTgkT4x59EZyPH9T,Double Dumbbell Hang Power Clean,Pierna,8,potencia_funcional
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Biceps,Elbow Flexion,Bodybuilding,https://youtu.be/NQ53MadCtW0,Single Arm Barbell Bicep Curl,Jalón,-3,fuerza_hipertrofia
Avanzado,Calistenia / barras,Fuerza / hipertrofia,Principal avanzado,Back,Vertical Pull,Calisthenics,https://youtu.be/7zn_K1omwQs,Ring False Grip Pull Up,Jalón,5,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Slider Kettlebell Goblet Lateral Lunge,Pierna,2,fuerza_hipertrofia
Avanzado,Calistenia / barras,Fuerza / hipertrofia,Principal avanzado,Shoulders,Vertical Push,Calisthenics,https://youtu.be/T7F6-FEmvrs,Ring Feet Elevated Pike Push Up,Empuje,5,fuerza_hipertrofia
Avanzado,Otro equipo,Condicion fisica / potencia,Principal avanzado,Quadriceps,Knee Dominant,Sin clasificar,https://youtu.be/tDKju5qmxOM?si=j82cBg7j8A8GUsiV,Single Arm Landmine Split Clean,Pierna,5,potencia_funcional
Intermedio,Peso libre,Condicion fisica / potencia,Tecnica,Quadriceps,Knee Dominant,Ballistics,https://youtu.be/SYxObzJ3gn0?si=MxNFujZbMP9ff4gw,Double Dumbbell Squat Clean,Pierna,8,potencia_funcional
Intermedio,Peso libre,Condicion fisica / potencia,Tecnica,Quadriceps,Knee Dominant,Ballistics,https://youtu.be/lYo3ofjjUKI?si=6bwkgshNWDvWIlQc,Double Dumbbell Hang Squat Clean,Pierna,8,potencia_funcional
Avanzado,Otro equipo,Condicion fisica / potencia,Principal avanzado,Shoulders,Vertical Push,Sin clasificar,https://youtu.be/J4MJUcilrmo?si=4cbvgzB0vHx2Gb3e,Single Arm Landmine Split Jerk,Empuje,5,potencia_funcional
Avanzado,Peso libre,Condicion fisica / potencia,Tecnica,Quadriceps,Knee Dominant,Ballistics,Sin dato,Single Arm Kettlebell Ipsilateral Forward Lunge Snatch,Pierna,8,potencia_funcional
Intermedio,Peso libre,Condicion fisica / potencia,Tecnica,Abdominals,Rotational,Ballistics,https://youtu.be/8gLU9bNm4TE?si=4FnpId_WJCijmDqW,Clubbell Hammer Swing,Core,8,potencia_funcional
Intermedio,Peso libre,Condicion fisica / potencia,Tecnica,Abdominals,Rotational,Ballistics,Sin dato,Single Arm Clubbell Hammer Swing,Core,8,potencia_funcional
Intermedio,Peso libre,Condicion fisica / potencia,Tecnica,Abdominals,Rotational,Ballistics,Sin dato,Double Clubbell Hammer Swing,Core,8,potencia_funcional
Avanzado,Calistenia / barras,Movilidad / estabilidad,Principal avanzado,Abdominals,Isometric Hold,Calisthenics,https://youtu.be/DB63aMHSfX8,Ring Tuck Back Lever with Alternating Single Leg Extensions,Core,0,movilidad_estabilidad
Avanzado,Calistenia / barras,Movilidad / estabilidad,Principal avanzado,Abdominals,Isometric Hold,Calisthenics,https://youtu.be/iK78Q6NwH-Q,Ring Tuck Front Lever with Alternating Single Leg Extensions,Core,0,movilidad_estabilidad
Avanzado,Peso libre,Condicion fisica / potencia,Tecnica,Glutes,Hip Hinge,Olympic Weightlifting,https://youtu.be/a5CR3Bi2Gc8?si=fy5lJhtOGwem51y_,Barbell Split Clean,Pierna,5,potencia_funcional
Intermedio,Peso libre,Condicion fisica / potencia,Tecnica,Quadriceps,Knee Dominant,Ballistics,https://youtu.be/ILaWpcO0NdQ?si=wZ59jqUF1LZLoldu,Double Dumbbell Hang Split Clean,Pierna,8,potencia_funcional
Avanzado,Calistenia / barras,Fuerza / hipertrofia,Principal avanzado,Chest,Horizontal Push,Calisthenics,https://youtu.be/Go96FtKDQIA,Ring Archer Push Up,Empuje,5,fuerza_hipertrofia
Principiante,Otro equipo,Core / estabilidad,Principal,Abdominals,Rotational,Sin clasificar,https://youtu.be/OE8VmAtG3iw?feature=shared,Wall Ball Half Kneeling Lateral Toss,Core,3,core_estabilidad
Intermedio,Otro equipo,Core / estabilidad,Principal,Abdominals,Rotational,Sin clasificar,https://youtu.be/vEI0fyG4150?si=H1RJwNd1aUDk0Xh7,Wall Ball Isometric Split Squat Lateral Toss,Core,3,core_estabilidad
Avanzado,Otro equipo,Fuerza / hipertrofia,Principal avanzado,Back,Vertical Pull,Calisthenics,https://youtu.be/tkhmiyJiZ2E,Superband Assisted Bar Muscle Up,Jalón,5,fuerza_hipertrofia
Avanzado,Otro equipo,Fuerza / hipertrofia,Principal avanzado,Chest,Horizontal Push,Calisthenics,https://youtu.be/VmLIr9_YfAs?si=auhUGS9WeZfuzEj-,Parallette Push Up to L Sit,Empuje,0,fuerza_hipertrofia
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Shoulders,Rotational,Grinds,Sin dato,Single Arm Barbell Bent Press,Empuje,3,fuerza_hipertrofia
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Shoulders,Vertical Push,Bodybuilding,Sin dato,Single Arm Kettlebell Bottoms Up Sots Press,Empuje,2,fuerza_hipertrofia
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Shoulders,Vertical Push,Bodybuilding,Sin dato,Double Kettlebell Bottoms Up Sots Press,Empuje,2,fuerza_hipertrofia
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Shoulders,Vertical Push,Bodybuilding,Sin dato,Alternating Double Kettlebell Bottoms Up Sots Press,Empuje,2,fuerza_hipertrofia
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Shoulders,Vertical Push,Bodybuilding,Sin dato,Double Kettlebell Bottoms Up Seesaw Sots Press,Empuje,2,fuerza_hipertrofia
Intermedio,Peso libre,Condicion fisica / potencia,Tecnica,Glutes,Hip Hinge,Ballistics,Sin dato,Single Arm Kettlebell Half Kneeling Half Snatch,Pierna,8,potencia_funcional
Avanzado,Calistenia / barras,Fuerza / hipertrofia,Principal avanzado,Chest,Horizontal Push,Calisthenics,Sin dato,Ring Alternating Reach Push Up,Empuje,5,fuerza_hipertrofia
Intermedio,Peso libre,Condicion fisica / potencia,Tecnica,Glutes,Hip Hinge,Ballistics,Sin dato,Double Kettlebell Outside Snatch,Pierna,8,potencia_funcional
Intermedio,Peso libre,Condicion fisica / potencia,Tecnica,Glutes,Hip Hinge,Ballistics,Sin dato,Single Arm Kettlebell Outside Half Snatch,Pierna,8,potencia_funcional
Intermedio,Peso libre,Condicion fisica / potencia,Tecnica,Glutes,Hip Hinge,Ballistics,Sin dato,Single Arm Kettlebell Outside Snatch,Pierna,8,potencia_funcional
Avanzado,Calistenia / barras,Fuerza / hipertrofia,Principal avanzado,Triceps,Vertical Push,Calisthenics,https://youtu.be/zMJpC7y-6SE,Ring L Sit Dips,Empuje,0,fuerza_hipertrofia
Avanzado,Peso libre,Movilidad / estabilidad,Calentamiento,Shoulders,Vertical Push,Balance,Sin dato,Double Kettlebell Bottoms Up Single Leg Standing Bent Knee Overhead Press,Empuje,4,movilidad_estabilidad
Avanzado,Peso libre,Movilidad / estabilidad,Calentamiento,Shoulders,Vertical Push,Balance,https://youtu.be/8sJtCQgvc4Y?si=DkWjEgV5brDYcPXM,Single Arm Kettlebell Bottoms Up Single Leg Standing Bent Knee Contralateral Overhead Press,Empuje,4,movilidad_estabilidad
Avanzado,Calistenia / barras,Fuerza / hipertrofia,Principal avanzado,Biceps,Vertical Pull,Calisthenics,https://youtu.be/cBuy7xDJZN0,Single Ring Chin Up,Jalón,5,fuerza_hipertrofia
Avanzado,Calistenia / barras,Movilidad / estabilidad,Calentamiento,Back,Horizontal Pull,Balance,Sin dato,Single Arm Suspension Single Leg Standing Bent Knee Contralateral Low Row,Jalón,4,movilidad_estabilidad
Avanzado,Calistenia / barras,Movilidad / estabilidad,Calentamiento,Back,Horizontal Pull,Balance,Sin dato,Single Arm Suspension Single Leg Standing Bent Knee Ipsilateral Low Row,Jalón,4,movilidad_estabilidad
Avanzado,Calistenia / barras,Movilidad / estabilidad,Calentamiento,Biceps,Elbow Flexion,Balance,Sin dato,Single Arm Suspension Single Leg Standing Bent Knee Contralateral Bicep Curl,Jalón,-1,movilidad_estabilidad
Avanzado,Calistenia / barras,Movilidad / estabilidad,Calentamiento,Biceps,Elbow Flexion,Balance,Sin dato,Single Arm Suspension Single Leg Standing Bent Knee Ipsilateral Bicep Curl,Jalón,-1,movilidad_estabilidad
Avanzado,Calistenia / barras,Fuerza / hipertrofia,Principal avanzado,Biceps,Vertical Pull,Calisthenics,https://youtu.be/SnBGaBxK3T0,Ring L Sit Chin Up,Jalón,0,fuerza_hipertrofia
Avanzado,Calistenia / barras,Fuerza / hipertrofia,Principal avanzado,Biceps,Vertical Pull,Calisthenics,https://youtu.be/Ha9sM7H6Prk,Single Ring L Sit Chin Up,Jalón,0,fuerza_hipertrofia
Avanzado,Peso libre,Movilidad / estabilidad,Calentamiento,Shoulders,Vertical Push,Balance,Sin dato,Single Arm Kettlebell Bottoms Up Single Leg Standing Bent Knee Ipsilateral Overhead Press,Empuje,4,movilidad_estabilidad
Avanzado,Calistenia / barras,Fuerza / hipertrofia,Principal avanzado,Biceps,Elbow Flexion,Calisthenics,https://youtu.be/GCU9MgR78go?si=9_MfbrIFqCoJ9wnJ,Ring Pelican Curl,Jalón,0,fuerza_hipertrofia
Avanzado,Calistenia / barras,Fuerza / hipertrofia,Principal avanzado,Biceps,Vertical Pull,Calisthenics,Sin dato,Ring Two Finger Chin Up,Jalón,5,fuerza_hipertrofia
Avanzado,Sin equipo,Fuerza / hipertrofia,Principal avanzado,Chest,Horizontal Push,Calisthenics,https://youtu.be/lpZUsYQVwuE,Bodyweight Pseudo Planche Push Up,Empuje,5,fuerza_hipertrofia
Avanzado,Otro equipo,Fuerza / hipertrofia,Principal avanzado,Chest,Horizontal Push,Calisthenics,https://youtu.be/YDO8UmA9lr8,Parallette Pseudo Planche Push Up,Empuje,5,fuerza_hipertrofia
Avanzado,Otro equipo,Fuerza / hipertrofia,Principal avanzado,Triceps,Horizontal Push,Calisthenics,Sin dato,Parallette Single Leg Close Grip Push Up,Empuje,5,fuerza_hipertrofia
Avanzado,Peso libre,Movilidad / estabilidad,Calentamiento,Shoulders,Rotational,Balance,Sin dato,Single Arm Macebell Single Leg Standing Bent Knee Contralateral 360,Empuje,4,movilidad_estabilidad
Avanzado,Peso libre,Condicion fisica / potencia,Tecnica,Shoulders,Rotational,Ballistics,Sin dato,Macebell Inside Circle to 360,Empuje,8,potencia_funcional
Avanzado,Otro equipo,Movilidad / estabilidad,Calentamiento,Shoulders,Vertical Push,Balance,Sin dato,Single Arm Landmine Single Leg Standing Bent Knee Ipsilateral Shoulder Press,Empuje,4,movilidad_estabilidad
Avanzado,Otro equipo,Movilidad / estabilidad,Calentamiento,Shoulders,Vertical Push,Balance,Sin dato,Single Arm Landmine Single Leg Standing Bent Knee Contralateral Shoulder Press,Empuje,4,movilidad_estabilidad
Avanzado,Otro equipo,Movilidad / estabilidad,Calentamiento,Shoulders,Vertical Push,Balance,Sin dato,Alternating Single Arm Landmine Single Leg Standing Bent Knee Shoulder Press,Empuje,4,movilidad_estabilidad
Avanzado,Peso libre,Condicion fisica / potencia,Tecnica,Shoulders,Rotational,Ballistics,https://youtu.be/zbJBaxCypSQ?si=93h4TqDxZreFns6w,Macebell Alternating 360 to Pivot Split Squat Uppercut,Empuje,8,potencia_funcional
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Shoulders,Shoulder Abduction,Sin clasificar,Sin dato,Double Clubbell Single Leg Standing Bent Knee Side Shoulder Cast to Side Flag Press,Empuje,1,fuerza_hipertrofia
Avanzado,Peso libre,Condicion fisica / potencia,Tecnica,Shoulders,Rotational,Ballistics,Sin dato,Macebell Alternating 360 to Front Flag Press,Empuje,8,potencia_funcional
Avanzado,Otro equipo,Movilidad / estabilidad,Calentamiento,Shoulders,Sin clasificar,Mobility,Sin dato,Double Indian Club Crescent Swing,Empuje,2,movilidad_estabilidad
Avanzado,Peso libre,Condicion fisica / potencia,Tecnica,Shoulders,Rotational,Ballistics,Sin dato,Single Arm Macebell Inside Circle to 360,Empuje,8,potencia_funcional
Avanzado,Otro equipo,Fuerza / hipertrofia,Principal avanzado,Shoulders,Rotational,Sin clasificar,https://youtu.be/PbysPTU69fc?si=8cDk2dXzGqWm8BiX,Bulgarian Bag Spin,Empuje,3,fuerza_hipertrofia
Avanzado,Otro equipo,Fuerza / hipertrofia,Principal avanzado,Shoulders,Rotational,Sin clasificar,https://youtu.be/m3pCByzR5Is?si=d4rUJA6uUKzAub51,Bulgarian Bag Alternating Spin,Empuje,3,fuerza_hipertrofia
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Back,Horizontal Pull,Bodybuilding,https://youtu.be/_eVC54UW6eE?si=6tC__RV3slyYwUuP,Double Kettlebell Feet Elevated Renegade Row,Jalón,2,fuerza_hipertrofia
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Back,Horizontal Pull,Bodybuilding,https://youtu.be/9hZ1mWk3-gA?si=Tko55A45WxNaGz27,Double Kettlebell Feet Elevated Renegade Row to Push Up,Jalón,2,fuerza_hipertrofia
